cod.	documento	qtd.	ug	data	doc. p/ serv.		
NS		2	154680	03/01/2024			
NS		2	154680	04/01/2024			
NS		2	154680	02/01/2024			
ND		1	154681	03/01/2024			
RO		1	154681	03/01/2024			
NS		3	154681	03/01/2024			
NS		1	154681	04/01/2024			
NS		1	154626	04/01/2024			
ND		2	158134	05/01/2024			
RO		2	158134	05/01/2024			
NS		1	154681	05/01/2024			
ND		1	158134	05/01/2024			
RO		1	158134	05/01/2024			
OB		31	158134	05/01/2024			
DF		1	158134	05/01/2024			
NS		47	158134	05/01/2024			
NS		1	152430	05/01/2024			
ND		3	158134	08/01/2024			
NC		2	158134	08/01/2024			
RO		1	158134	08/01/2024			
OB		13	158134	08/01/2024			
DF		4	158134	08/01/2024			
PF		1	158134	08/01/2024			
NS		19	158134	08/01/2024			
ND		1	152430	08/01/2024			
RO		1	152430	08/01/2024			
OB		3	152430	08/01/2024			
DF		1	152430	08/01/2024			
NS		5	152430	08/01/2024			
OB		6	152426	08/01/2024			
DF		1	152426	08/01/2024			
NS		6	152426	08/01/2024			
NS		2	154679	08/01/2024			
PF		1	158394	08/01/2024			
NS		1	158394	08/01/2024			
OB		6	154680	08/01/2024			
DF		2	154680	08/01/2024			
NS		6	154680	08/01/2024			
ND		1	154681	08/01/2024			
RO		1	154681	08/01/2024			
ND		4	158134	09/01/2024			
RO		3	158134	09/01/2024			
OB		24	158134	09/01/2024			
PF		6	158134	09/01/2024			
DF		5	158134	09/01/2024			
NS		62	158134	09/01/2024			
OB		1	152420	09/01/2024			
PF		2	152420	09/01/2024			
NS		2	152420	09/01/2024			
OB		4	152430	09/01/2024			
DF		5	152430	09/01/2024			
NS		7	152430	09/01/2024			
PF		2	152426	09/01/2024			
NS		7	158393	09/01/2024			
OB		2	158394	09/01/2024			
DF		1	158394	09/01/2024			
PF		1	158394	09/01/2024			
NS		2	158394	09/01/2024			
OB		2	154680	09/01/2024			
DF		2	154680	09/01/2024			
PF		1	154680	09/01/2024			
NS		2	154680	09/01/2024			
NS		1	154681	09/01/2024			
ND		5	158134	10/01/2024			
NC		1	158134	10/01/2024			
RO		2	158134	10/01/2024			
OB		48	158134	10/01/2024			
PF		3	158134	10/01/2024			
DF		5	158134	10/01/2024			
NS		52	158134	10/01/2024			
DF		1	154681	10/01/2024			
NS		4	154681	10/01/2024			
NC		2	158134	11/01/2024			
OB		39	158134	11/01/2024			
PF		1	158134	11/01/2024			
NS		41	158134	11/01/2024			
OB		1	158392	11/01/2024			
DF		1	158392	11/01/2024			
NS		1	158392	11/01/2024			
ND		2	152420	11/01/2024			
RO		1	152420	11/01/2024			
NS		1	152420	11/01/2024			
NS		2	152426	11/01/2024			
NS		1	158393	11/01/2024			
OB		1	154679	11/01/2024			
DF		3	154679	11/01/2024			
NS		1	154679	11/01/2024			
NS		2	158394	11/01/2024			
OB		2	154680	11/01/2024			
ND		3	158134	12/01/2024			
NC		1	158134	12/01/2024			
RO		3	158134	12/01/2024			
OB		22	158134	12/01/2024			
PF		3	158134	12/01/2024			
NS		36	158134	12/01/2024			
PF		1	158392	12/01/2024			
ND		1	152420	12/01/2024			
PF		1	152420	12/01/2024			
NS		3	152420	12/01/2024			
OB		1	152430	12/01/2024			
NS		2	152430	12/01/2024			
ND		1	152426	12/01/2024			
RO		1	152426	12/01/2024			
PF		2	152426	12/01/2024			
NS		3	152426	12/01/2024			
NS		1	158394	12/01/2024			
PF		1	154680	12/01/2024			
OB		2	154681	12/01/2024			
NS		4	154681	12/01/2024			
ND		5	158134	15/01/2024			
RO		2	158134	15/01/2024			
OB		13	158134	15/01/2024			
NS		35	158134	15/01/2024			
ND		4	158134	16/01/2024			
NC		3	158134	16/01/2024			
RO		11	158134	16/01/2024			
OB		16	158134	16/01/2024			
PF		3	158134	16/01/2024			
NS		42	158134	16/01/2024			
ND		2	158134	17/01/2024			
NC		2	158134	17/01/2024			
RO		4	158134	17/01/2024			
OB		44	158134	17/01/2024			
DF		9	158134	17/01/2024			
PF		15	158134	17/01/2024			
NS		66	158134	17/01/2024			
DR		2	158134	17/01/2024			
ND		10	158134	18/01/2024			
NC		1	158134	18/01/2024			
RO		7	158134	18/01/2024			
NL		1	158134	18/01/2024			
OB		35	158134	18/01/2024			
DF		4	158134	18/01/2024			
NS		55	158134	18/01/2024			
DR		1	158134	18/01/2024			
NS		1	158392	15/01/2024			
ND		1	158392	16/01/2024			
RO		4	158392	16/01/2024			
NS		3	158392	16/01/2024			
OB		1	158392	17/01/2024			
NS		4	158392	17/01/2024			
ND		1	158392	18/01/2024			
RO		1	158392	18/01/2024			
OB		2	158392	18/01/2024			
NS		5	158392	18/01/2024			
NS		3	152420	15/01/2024			
PF		1	152420	17/01/2024			
RO		1	152420	18/01/2024			
OB		5	152420	18/01/2024			
DF		1	152420	18/01/2024			
NS		6	152420	18/01/2024			
NS		6	152430	15/01/2024			
NS		6	152430	16/01/2024			
OB		6	152430	17/01/2024			
PF		1	152430	17/01/2024			
NS		8	152430	17/01/2024			
NS		1	152430	18/01/2024			
NS		2	152426	15/01/2024			
NS		1	152426	16/01/2024			
ND		3	152426	17/01/2024			
RO		2	152426	17/01/2024			
PF		1	152426	17/01/2024			
NS		2	152426	17/01/2024			
OB		3	152426	18/01/2024			
NS		2	152426	18/01/2024			
NS		3	158393	15/01/2024			
OB		2	158393	17/01/2024			
PF		1	158393	17/01/2024			
NS		3	158393	17/01/2024			
OB		2	158393	18/01/2024			
DF		1	158393	18/01/2024			
NS		9	158393	18/01/2024			
DR		1	158393	18/01/2024			
ND		1	154679	16/01/2024			
RO		1	154679	16/01/2024			
NS		5	154679	16/01/2024			
OB		3	154679	17/01/2024			
NS		3	154679	17/01/2024			
NS		1	158394	15/01/2024			
NS		1	158394	16/01/2024			
PF		1	158394	17/01/2024			
NS		1	154680	16/01/2024			
PF		1	154680	17/01/2024			
NS		8	154680	17/01/2024			
OB		1	154680	18/01/2024			
NS		1	154680	18/01/2024			
NS		1	154681	15/01/2024			
NS		5	154681	16/01/2024			
DF		3	154681	17/01/2024			
PF		1	154681	17/01/2024			
NS		6	154681	17/01/2024			
OB		5	154681	18/01/2024			
ND		4	158134	19/01/2024			
NC		2	158134	19/01/2024			
RO		6	158134	19/01/2024			
OB		24	158134	19/01/2024			
DF		71	158134	19/01/2024			
PF		8	158134	19/01/2024			
NS		21	158134	19/01/2024			
DR		1	158134	19/01/2024			
OB		3	158392	19/01/2024			
NS		3	158392	19/01/2024			
NS		4	152420	19/01/2024			
OB		3	152430	19/01/2024			
NS		3	152430	19/01/2024			
OB		7	152426	19/01/2024			
DF		5	152426	19/01/2024			
PF		2	152426	19/01/2024			
NS		7	152426	19/01/2024			
ND		1	158393	19/01/2024			
RO		1	158393	19/01/2024			
OB		1	158393	19/01/2024			
NS		1	158393	19/01/2024			
NS		3	154679	19/01/2024			
ND		1	158394	19/01/2024			
RO		1	158394	19/01/2024			
OB		3	158394	19/01/2024			
PF		1	158394	19/01/2024			
NS		6	158394	19/01/2024			
NS		4	154681	19/01/2024			
ND		3	158134	22/01/2024			
NC		2	158134	22/01/2024			
RO		4	158134	22/01/2024			
OB		27	158134	22/01/2024			
PF		1	158134	22/01/2024			
DF		3	158134	22/01/2024			
NS		32	158134	22/01/2024			
DR		1	158134	22/01/2024			
OB		1	158392	22/01/2024			
NS		3	158392	22/01/2024			
ND		1	152420	22/01/2024			
RO		1	152420	22/01/2024			
OB		5	152420	22/01/2024			
NS		4	152420	22/01/2024			
OB		8	152430	22/01/2024			
NS		17	152430	22/01/2024			
OB		1	152426	22/01/2024			
NS		4	152426	22/01/2024			
OB		1	158393	22/01/2024			
NS		1	158393	22/01/2024			
NS		2	154679	22/01/2024			
OB		2	158394	22/01/2024			
NS		1	158394	22/01/2024			
NS		5	154680	22/01/2024			
OB		1	154681	22/01/2024			
DF		2	154681	22/01/2024			
NS		4	154681	22/01/2024			
ND		13	158134	23/01/2024			
RO		7	158134	23/01/2024			
OB		14	158134	23/01/2024			
PF		1	158134	23/01/2024			
DF		2	158134	23/01/2024			
NS		30	158134	23/01/2024			
OB		1	158392	23/01/2024			
NS		4	158392	23/01/2024			
NS		2	152420	23/01/2024			
OB		3	152430	23/01/2024			
NS		4	152430	23/01/2024			
RO		1	152426	23/01/2024			
OB		2	152426	23/01/2024			
NS		1	152426	23/01/2024			
NS		4	158393	23/01/2024			
OB		2	154679	23/01/2024			
NS		3	154679	23/01/2024			
OB		3	154680	23/01/2024			
DF		2	154680	23/01/2024			
NS		5	154680	23/01/2024			
OB		1	154681	23/01/2024			
NS		3	154681	23/01/2024			
ND		7	158134	24/01/2024			
NC		1	158134	24/01/2024			
RO		7	158134	24/01/2024			
OB		37	158134	24/01/2024			
DF		5	158134	24/01/2024			
NS		28	158134	24/01/2024			
ND		1	152430	24/01/2024			
RO		1	152430	24/01/2024			
ND		1	152426	24/01/2024			
NC		1	152426	24/01/2024			
NS		1	152426	24/01/2024			
NS		1	158394	24/01/2024			
OB		1	154680	24/01/2024			
DF		1	154680	24/01/2024			
NS		2	154680	24/01/2024			
OB		2	154681	24/01/2024			
DF		1	154681	24/01/2024			
NS		7	154681	24/01/2024			
NS		1	154626	24/01/2024			
ND		13	158134	25/01/2024			
RO		31	158134	25/01/2024			
OB		30	158134	25/01/2024			
PF		5	158134	25/01/2024			
NS		55	158134	25/01/2024			
OB		4	152430	25/01/2024			
NS		9	152430	25/01/2024			
OB		3	152426	25/01/2024			
PF		1	152426	25/01/2024			
NS		5	152426	25/01/2024			
NS		1	154679	25/01/2024			
NS		1	154680	25/01/2024			
PF		1	154681	25/01/2024			
NS		5	154681	25/01/2024			
NS		3	152420	26/01/2024			
NS		1	152430	26/01/2024			
NS		1	152426	26/01/2024			
NS		3	158393	26/01/2024			
NS		1	154679	26/01/2024			
OB		2	158394	26/01/2024			
NS		2	158394	26/01/2024			
OB		2	154680	26/01/2024			
NS		4	154680	26/01/2024			
OB		5	154681	26/01/2024			
NS		2	154681	26/01/2024			
ND		6	158134	29/01/2024			
RO		10	158134	29/01/2024			
OB		42	158134	29/01/2024			
PF		4	158134	29/01/2024			
NS		53	158134	29/01/2024			
NS		1	158392	29/01/2024			
NS		6	152430	29/01/2024			
OB		3	152426	29/01/2024			
PF		1	152426	29/01/2024			
NS		5	152426	29/01/2024			
NS		2	158393	29/01/2024			
NS		2	154679	29/01/2024			
NS		3	158394	29/01/2024			
OB		3	154680	29/01/2024			
NS		4	154680	29/01/2024			
NS		2	154681	29/01/2024			
ND		15	158134	30/01/2024			
NC		2	158134	30/01/2024			
RO		17	158134	30/01/2024			
OB		35	158134	30/01/2024			
PF		1	158134	30/01/2024			
NS		43	158134	30/01/2024			
DR		1	158134	30/01/2024			
RO		2	158392	30/01/2024			
OB		3	158392	30/01/2024			
NS		5	158392	30/01/2024			
NS		3	152420	30/01/2024			
NS		2	152430	30/01/2024			
OB		1	152426	30/01/2024			
DF		1	152426	30/01/2024			
NS		1	152426	30/01/2024			
OB		2	158393	30/01/2024			
NS		3	158393	30/01/2024			
OB		1	158394	30/01/2024			
NS		1	158394	30/01/2024			
ND		1	154680	30/01/2024			
OB		3	154680	30/01/2024			
NS		7	154680	30/01/2024			
ND		13	158134	31/01/2024			
RO		19	158134	31/01/2024			
OB		16	158134	31/01/2024			
DF		10	158134	31/01/2024			
PF		8	158134	31/01/2024			
NS		70	158134	31/01/2024			
DR		2	158134	31/01/2024			
GR		5	158134	31/01/2024			
OB		2	158392	31/01/2024			
NS		3	158392	31/01/2024			
OB		2	152420	31/01/2024			
NS		4	152420	31/01/2024			
NS		4	152430	31/01/2024			
NS		1	152426	31/01/2024			
NS		4	158393	31/01/2024			
OB		3	154679	31/01/2024			
NS		3	154679	31/01/2024			
RO		1	154680	31/01/2024			
NS		1	154680	31/01/2024			
ND		16	158134	01/02/2024			
RO		19	158134	01/02/2024			
OB		63	158134	01/02/2024			
DF		1	158134	01/02/2024			
NS		19	158134	01/02/2024			
NS		6	152420	01/02/2024			
OB		5	152430	01/02/2024			
NS		11	152430	01/02/2024			
OB		1	152426	01/02/2024			
NS		1	152426	01/02/2024			
OB		3	158393	01/02/2024			
NS		4	158393	01/02/2024			
NS		2	158394	01/02/2024			
NS		2	154680	01/02/2024			
NS		2	154681	01/02/2024			
ND		20	158134	02/02/2024			
NC		1	158134	02/02/2024			
RO		13	158134	02/02/2024			
OB		31	158134	02/02/2024			
PF		5	158134	02/02/2024			
NS		37	158134	02/02/2024			
NS		1	152430	02/02/2024			
OB		2	152426	02/02/2024			
NS		4	152426	02/02/2024			
OB		1	158393	02/02/2024			
NS		1	158393	02/02/2024			
DR		1	158393	02/02/2024			
NS		2	154679	02/02/2024			
NS		1	158394	02/02/2024			
OB		6	154680	02/02/2024			
NS		6	154680	02/02/2024			
NS		5	154681	02/02/2024			
NS		1	154626	02/02/2024			
ND		14	158134	05/02/2024			
RO		11	158134	05/02/2024			
OB		30	158134	05/02/2024			
PF		2	158134	05/02/2024			
NS		42	158134	05/02/2024			
DR		2	158134	05/02/2024			
OB		2	158392	05/02/2024			
NS		4	158392	05/02/2024			
NS		3	152420	05/02/2024			
OB		1	152430	05/02/2024			
NS		3	152430	05/02/2024			
NS		4	158393	05/02/2024			
OB		1	158394	05/02/2024			
NS		4	158394	05/02/2024			
NS		3	154681	05/02/2024			
ND		16	158134	06/02/2024			
RO		13	158134	06/02/2024			
OB		8	158134	06/02/2024			
PF		1	158134	06/02/2024			
NS		29	158134	06/02/2024			
DR		4	158134	06/02/2024			
NS		1	158392	06/02/2024			
NS		3	152420	06/02/2024			
NS		6	152430	06/02/2024			
OB		1	152426	06/02/2024			
NS		2	152426	06/02/2024			
OB		2	158393	06/02/2024			
NS		2	158393	06/02/2024			
DR		1	158393	06/02/2024			
OB		2	154679	06/02/2024			
NS		4	154679	06/02/2024			
OB		5	154681	06/02/2024			
NS		6	154681	06/02/2024			
ND		25	158134	07/02/2024			
RO		21	158134	07/02/2024			
OB		31	158134	07/02/2024			
NS		41	158134	07/02/2024			
DR		1	158134	07/02/2024			
NS		4	158392	07/02/2024			
NS		2	152430	07/02/2024			
NS		1	152426	07/02/2024			
OB		1	158393	07/02/2024			
NS		3	154679	07/02/2024			
NS		3	154681	07/02/2024			
ND		21	158134	08/02/2024			
RO		19	158134	08/02/2024			
OB		25	158134	08/02/2024			
NS		39	158134	08/02/2024			
NS		2	152420	08/02/2024			
NS		2	152430	08/02/2024			
NS		3	158393	08/02/2024			
NS		6	154679	08/02/2024			
NS		1	158394	08/02/2024			
OB		2	154680	08/02/2024			
NS		4	154680	08/02/2024			
OB		1	158134	14/02/2024			
ND		14	158134	15/02/2024			
RO		8	158134	15/02/2024			
OB		17	158134	15/02/2024			
NS		39	158134	15/02/2024			
DR		2	158134	15/02/2024			
GR		1	158134	15/02/2024			
NS		1	152420	15/02/2024			
NS		13	152430	15/02/2024			
OB		1	154679	15/02/2024			
ND		30	158134	16/02/2024			
RO		28	158134	16/02/2024			
OB		27	158134	16/02/2024			
NS		69	158134	16/02/2024			
NS		2	152420	16/02/2024			
NS		1	152430	16/02/2024			
OB		1	154679	16/02/2024			
NS		3	154679	16/02/2024			
ND		2	158134	20/02/2024			
RO		1	158134	20/02/2024			
OB		7	158134	20/02/2024			
DF		4	158134	20/02/2024			
NS		36	158134	20/02/2024			
ND		1	158134	21/02/2024			
RO		2	158134	21/02/2024			
OB		3	158134	21/02/2024			
DF		164	158134	21/02/2024			
NS		10	158134	21/02/2024			
NS		2	158392	21/02/2024			
NS		1	152430	21/02/2024			
ND		7	158134	22/02/2024			
RO		10	158134	22/02/2024			
OB		31	158134	22/02/2024			
DF		1	158134	22/02/2024			
NS		46	158134	22/02/2024			
DR		1	158134	22/02/2024			
OB		3	158134	22/02/2024			
OB		3	152420	22/02/2024			
NS		1	152420	22/02/2024			
OB		1	152430	22/02/2024			
NS		1	152430	22/02/2024			
NS		1	152426	22/02/2024			
NS		1	158394	22/02/2024			
NS		4	154680	22/02/2024			
NS		4	154681	22/02/2024			
ND		3	158134	02/01/2023			
OB		57	158134	02/01/2023			
NS		15	158134	02/01/2023			
OB		4	158134	04/01/2023			
NS		1	158134	04/01/2023			
ND		1	158134	05/01/2023			
OB		12	158134	05/01/2023			
DF		8	158134	05/01/2023			
NS		11	158134	05/01/2023			
ND		1	158134	06/01/2023			
NC		9	158134	06/01/2023			
OB		3	158134	06/01/2023			
PF		2	158134	06/01/2023			
NS		4	158134	06/01/2023			
ND		3	158134	09/01/2023			
RO		4	158134	09/01/2023			
OB		35	158134	09/01/2023			
PF		8	158134	09/01/2023			
NS		44	158134	09/01/2023			
ND		2	158134	10/01/2023			
RO		3	158134	10/01/2023			
PF		2	158134	10/01/2023			
NS		11	158134	10/01/2023			
ND		1	158134	11/01/2023			
OB		14	158134	11/01/2023			
PF		2	158134	11/01/2023			
NS		19	158134	11/01/2023			
ND		1	158134	12/01/2023			
RO		1	158134	12/01/2023			
PF		1	158134	12/01/2023			
ND		1	158134	13/01/2023			
RO		1	158134	13/01/2023			
PF		4	158134	13/01/2023			
NS		5	158134	13/01/2023			
PF		9	158134	14/01/2023			
NS		27	158134	14/01/2023			
OB		14	158134	17/01/2023			
PF		9	158134	17/01/2023			
DF		3	158134	17/01/2023			
NS		9	158134	17/01/2023			
ND		7	158134	18/01/2023			
PF		2	158134	18/01/2023			
NS		13	158134	18/01/2023			
ND		3	158134	19/01/2023			
OB		6	158134	19/01/2023			
PF		16	158134	19/01/2023			
DF		5	158134	19/01/2023			
NS		16	158134	19/01/2023			
ND		1	158134	20/01/2023			
OB		20	158134	20/01/2023			
PF		6	158134	20/01/2023			
DF		10	158134	20/01/2023			
NS		14	158134	20/01/2023			
 DF 		71	158134	21/01/2023			
ND		8	158134	23/01/2023			
OB		13	158134	23/01/2023			
DF		6	158134	23/01/2023			
NS		18	158134	23/01/2023			
ND		3	158134	25/01/2023			
NC		1	158134	25/01/2023			
RO		1	158134	25/01/2023			
PF		4	158134	25/01/2023			
DF		3	158134	25/01/2023			
NS		17	158134	25/01/2023			
ND		2	158134	26/01/2023			
NC		1	158134	26/01/2023			
RO		4	158134	26/01/2023			
OB		3	158134	26/01/2023			
DF		2	158134	26/01/2023			
NS		8	158134	26/01/2023			
ND		4	158134	27/01/2023			
NL		1	158134	27/01/2023			
OB		7	158134	27/01/2023			
PF		6	158134	27/01/2023			
NS		10	158134	27/01/2023			
DR		1	158134	27/01/2023			
RO		1	158134	27/01/2023			
PF		2	158134	27/01/2023			
NS		18	158134	27/01/2023			
RO		1	158134	30/01/2023			
PF		2	158134	30/01/2023			
NS		18	158134	30/01/2023			
ND		3	158134	31/01/2023			
NC		1	158134	31/01/2023			
RO		1	158134	31/01/2023			
OB		17	158134	31/01/2023			
PF		7	158134	31/01/2023			
DF		20	158134	31/01/2023			
NS		65	158134	31/01/2023			
GR		4	158134	31/01/2023			
ND		13	158134	24/01/2023			
RO		21	158134	24/01/2023			
OB		8	158134	24/01/2023			
PF		8	158134	24/01/2023			
DF		7	158134	24/01/2023			
NS		33	158134	24/01/2023			
ND	-	1	158134	01/02/2023			
NC	-	9	158134	01/02/2023			
RO	-	4	158134	01/02/2023			
OB	-	49	158134	01/02/2023			
PF	-	6	158134	01/02/2023			
DF	-	1	158134	01/02/2023			
NS	-	16	158134	01/02/2023			
ND	-	1	158134	02/02/2023			
RO	-	1	158134	02/02/2023			
OB	-	2	158134	02/02/2023			
PF	-	4	158134	02/02/2023			
NS	-	6	158134	02/02/2023			
RO	-	3	158134	02/02/2023			
OB	-	7	158134	02/02/2023			
PF	-	4	158134	02/02/2023			
NS	-	17	158134	02/02/2023			
ND	-	7	158134	03/02/2023			
RO	-	8	158134	03/02/2023			
OB	-	28	158134	03/02/2023			
PF	-	5	158134	03/02/2023			
DF	-	4	158134	03/02/2023			
NS	-	27	158134	03/02/2023			
ND	-	7	158134	07/02/2023			
RO	-	8	158134	07/02/2023			
OB	-	28	158134	07/02/2023			
PF	-	5	158134	07/02/2023			
DF	-	4	158134	07/02/2023			
NS	-	27	158134	07/02/2023			
ND	-	4	158134	08/02/2023			
RO	-	3	158134	08/02/2023			
NL	-	1	158134	08/02/2023			
OB	-	10	158134	08/02/2023			
PF	-	11	158134	08/02/2023			
NS	-	14	158134	08/02/2023			
ND	-	2	158134	09/02/2023			
RO	-	5	158134	09/02/2023			
PF	-	6	158134	09/02/2023			
NS	-	6	158134	09/02/2023			
TOTAL DE DOCUMENTOS	>   28	28	158134	10/02/2023			
TOTAL DE DOCUMENTOS	>   42	14	158134	14/02/2023			
TOTAL DE DOCUMENTOS		60	158134	15/02/2023			
TOTAL DE DOCUMENTOS		44	158134	16/02/2023			
TOTAL DE DOCUMENTOS		48	158134	17/02/2023			
TOTAL DE DOCUMENTOS		1	158134	20/02/2023			
TOTAL DE DOCUMENTOS		104	158134	23/02/2023			
TOTAL DE DOCUMENTOS		134	158134	24/02/2023			
TOTAL DE DOCUMENTOS		51	158134	27/02/2023			
TOTAL DE DOCUMENTOS		167	158134	28/02/2023			
TOTAL DE DOCUMENTOS		52	158134	06/03/2023			
TOTAL DE DOCUMENTOS		62	158134	03/03/2023			
TOTAL DE DOCUMENTOS		90	158134	01/03/2023			
TOTAL DE DOCUMENTOS		71	158134	02/03/2023			
TOTAL DE DOCUMENTOS		135	158134	03/03/2023			
TOTAL DE DOCUMENTOS		14	158134	06/03/2023			
TOTAL DE DOCUMENTOS		42	158134	07/03/2023			
TOTAL DE DOCUMENTOS		97	158134	08/03/2023			
TOTAL DE DOCUMENTOS		79	158134	09/03/2023			
TOTAL DE DOCUMENTOS		39	158134	10/03/2023			
TOTAL DE DOCUMENTOS		14	158134	13/03/2023			
TOTAL DE DOCUMENTOS		78	158134	14/03/2023			
TOTAL DE DOCUMENTOS		28	158134	15/03/2023			
TOTAL DE DOCUMENTOS		79	158134	16/03/2023			
TOTAL DE DOCUMENTOS		109	158134	17/03/2023			
TOTAL DE DOCUMENTOS		179	158134	20/03/2023			
TOTAL DE DOCUMENTOS		48	158134	21/03/2023			
TOTAL DE DOCUMENTOS		91	158134	22/03/2023			
TOTAL DE DOCUMENTOS		152	158134	23/03/2023			
TOTAL DE DOCUMENTOS		100	158134	24/03/2023			
TOTAL DE DOCUMENTOS		104	158134	27/03/2023			
TOTAL DE DOCUMENTOS		66	158134	28/03/2023			
TOTAL DE DOCUMENTOS		207	158134	29/03/2023			
TOTAL DE DOCUMENTOS		97	158134	30/03/2023			
TOTAL DE DOCUMENTOS		115	158134	31/03/2023			
TOTAL DE DOCUMENTOS		53	158134	03/04/2023			
TOTAL DE DOCUMENTOS		506	158134	04/04/2023			
TOTAL DE DOCUMENTOS		166	158134	05/04/2023			
TOTAL DE DOCUMENTOS		7	158134	06/04/2023			
TOTAL DE DOCUMENTOS		32	158134	10/04/2023			
TOTAL DE DOCUMENTOS		39	158134	11/04/2023			
TOTAL DE DOCUMENTOS		64	158134	12/04/2023			
TOTAL DE DOCUMENTOS		103	158134	13/04/2023			
TOTAL DE DOCUMENTOS		105	158134	14/04/2023			
TOTAL DE DOCUMENTOS		39	158134	17/04/2023			
TOTAL DE DOCUMENTOS		109	158134	18/04/2023			
TOTAL DE DOCUMENTOS		137	158134	19/04/2023			
TOTAL DE DOCUMENTOS		135	158134	20/04/2023			
TOTAL DE DOCUMENTOS		42	158134	24/04/2023			
TOTAL DE DOCUMENTOS		87	158134	25/04/2023			
TOTAL DE DOCUMENTOS		794	158134	26/04/2023			
