cod.	documento	qtd.	ug	data	doc. p/ serv.		
NS		67	158134	13/05/2024			
NS		2	154679	13/05/2024			
NS		2	158393	10/05/2024			
NS		2	158393	13/05/2024			
ND		17	158134	14/05/2024			
RO		9	158134	14/05/2024			
OB		49	158134	14/05/2024			
DF		2	158134	14/05/2024			
NS		55	158134	14/05/2024			
DR		3	158134	14/05/2024			
OB		2	152430	14/05/2024			
NS		2	158392	10/05/2024			
NS		2	158392	13/05/2024			
NS		1	158392	14/05/2024			
OB		4	158392	14/05/2024			
ND		2	158134	16/05/2024			
NC		1	158134	16/05/2024			
RO		2	158134	16/05/2024			
OB		6	158134	16/05/2024			
DF		8	158134	16/05/2024			
NS		20	158134	16/05/2024			
ND		17	158134	15/05/2024			
RO		6	158134	15/05/2024			
OB		37	158134	15/05/2024			
DF		6	158134	15/05/2024			
PF		1	158134	15/05/2024			
NS		93	158134	15/05/2024			
NS		1	154680	15/05/2024			
NS		1	158394	15/05/2024			
NS		1	154681	15/05/2024			
OB		2	154680	15/05/2024			
ND		2	158394	15/05/2024			
OB		4	158394	15/05/2024			
			158394	15/05/2024			
RO		1	158392	15/05/2024			
ND		1	158392	15/05/2024			
NS		2	158392	16/05/2024			
NS		1	152426	16/05/2024			
OB		1	152426	16/05/2024			
NS		1	152430	16/05/2024			
NS		3	154681	16/05/2024			
ND		1	154680	16/05/2024			
NS		1	154680	16/05/2024			
OB		5	158394	16/05/2024			
NS		2	158394	16/05/2024			
NS		1	154681	17/05/2024			
NS		1	158394	17/05/2024			
OB		4	154681	17/05/2024			
OB		3	154680	17/05/2024			
NS		2	154680	17/05/2024			
NS		1	158394	17/05/2024			
ND		16	158134	17/05/2024			
RO		9	158134	17/05/2024			
OB		26	158134	17/05/2024			
NS		45	158134	17/05/2024			
NS		1	158392	17/05/2024			
NS		3	154680	20/05/2024			
ND		1	154681	20/05/2024			
RO		3	154681	20/05/2024			
OB		1	154681	20/05/2024			
NS		1	154681	20/05/2024			
OB		2	154680	20/05/2024			
NS		4	154680	20/05/2024			
OB		3	158394	20/05/2024			
NS		1	158394	20/05/2024			
ND		14	158134	20/05/2024			
RO		6	158134	20/05/2024			
OB		9	158134	20/05/2024			
DF		1	158134	20/05/2024			
NS		40	158134	20/05/2024			
ND		5	158134	21/05/2024			
RO		4	158134	21/05/2024			
OB		15	158134	21/05/2024			
PF		1	158134	21/05/2024			
DF		265	158134	21/05/2024			
NS		25	158134	21/05/2024			
NS		1	154681	21/05/2024			
NS		4	154680	21/05/2024			
NS		1	154681	21/05/2024			
NS		3	154680	21/05/2024			
NS		4	158394	21/05/2024			
NS		1	152430	21/05/2024			
NS		4	152420	21/05/2024			
OB		2	152430	22/05/2024			
NS		14	152430	22/05/2024			
OB		4	152420	22/05/2024			
NS		4	152420	22/05/2024			
ND		8	158134	22/05/2024			
RO		11	158134	22/05/2024			
OB		32	158134	22/05/2024			
NS		16	158134	22/05/2024			
ND		2	158392	20/05/2024			
RO		2	158392	20/05/2024			
NS		2	158392	20/05/2024			
ND		4	158392	21/05/2024			
RO		4	158392	21/05/2024			
OB		5	158392	21/05/2024			
ND		5	158134	23/05/2024			
RO		8	158134	23/05/2024			
OB		2	158134	23/05/2024			
DF		2	158134	23/05/2024			
NS		36	158134	23/05/2024			
DR		1	158134	23/05/2024			
ND		1	158394	22/05/2024			
NS		1	154681	22/05/2024			
OB		1	158394	22/05/2024			
ND		3	154680	22/05/2024			
RO		2	154680	22/05/2024			
OB		2	154680	22/05/2024			
NS		1	154680	22/05/2024			
NS		2	154681	23/05/2024			
NS		1	154680	23/05/2024			
OB		1	154681	23/05/2024			
NS		1	154681	23/05/2024			
OB		5	154680	23/05/2024			
NS		1	154681	24/05/2024			
ND		2	154680	24/05/2024			
RO		2	154680	24/05/2024			
NS		1	154680	24/05/2024			
ND		14	158134	24/05/2024			
RO		5	158134	24/05/2024			
OB		37	158134	24/05/2024			
PF		2	158134	24/05/2024			
NS		46	158134	24/05/2024			
DR		1	158134	24/05/2024			
NS		7	152430	27/05/2024			
NS		3	154681	27/05/2024			
NS		4	154680	27/05/2024			
ND		2	154681	27/05/2024			
RO		1	154681	27/05/2024			
OB		5	154681	27/05/2024			
NS		7	154681	27/05/2024			
ND		1	154680	27/05/2024			
OB		5	154680	27/05/2024			
NS		1	154680	27/05/2024			
NS		1	158394	27/05/2024			
ND		2	158392	23/05/2024			
RO		2	158392	23/05/2024			
ND		1	158392	24/05/2024			
ND		9	158134	27/05/2024			
RO		20	158134	27/05/2024			
OB		22	158134	27/05/2024			
NS		54	158134	27/05/2024			
ND		5	158134	28/05/2024			
RO		10	158134	28/05/2024			
OB		9	158134	28/05/2024			
PF		2	158134	28/05/2024			
NS		42	158134	28/05/2024			
NS		7	152430	28/05/2024			
ND		1	158392	24/05/2024			
RO		1	158392	24/05/2024			
RO		4	158392	27/05/2024			
ND		2	158392	27/05/2024			
RO		2	158392	28/05/2024			
NS		1	158392	28/05/2024			
OB		2	158392	28/05/2024			
NS		2	158392	29/05/2024			
OB		1	154681	28/05/2024			
OB		1	154680	28/05/2024			
NS		1	154681	28/05/2024			
OB		8	154681	28/05/2024			
ND		1	154681	29/05/2024			
RO		3	154681	29/05/2024			
OB		2	154681	29/05/2024			
NS		1	154681	29/05/2024			
NS		3	158394	29/05/2024			
ND		10	158134	29/05/2024			
RO		15	158134	29/05/2024			
OB		32	158134	29/05/2024			
NS		36	158134	29/05/2024			
NS		1	158134	30/05/2024			
RO		8	158134	31/05/2024			
OB		11	158134	31/05/2024			
DF		47	158134	31/05/2024			
PF		1	158134	31/05/2024			
NS		70	158134	31/05/2024			
GR		4	158134	31/05/2024			
OB		40	158134	03/06/2024			
NS		7	152430	29/05/2024			
NS		1	152426	29/05/2024			
NS		1	152426	31/05/2024			
OB		1	152426	31/05/2024			
NS		1	154681	03/06/2024			
ND		2	154681	03/06/2024			
RO		1	154681	03/06/2024			
OB		1	154681	03/06/2024			
NS		1	154681	03/06/2024			
OB		6	154680	03/06/2024			
NS		1	158394	03/06/2024			
ND		4	158134	03/06/2024	26,4		
RO		2	158134	03/06/2024			
OB		71	158134	03/06/2024			
PF		1	158134	03/06/2024			
NS		52	158134	03/06/2024			
DR		1	158134	03/06/2024			
GR		1	158134	03/06/2024			
NS		5	152430	03/06/2024			
NS		2	152420	03/06/2024			
NS		3	152426	03/06/2024			
NS		1	158393	03/06/2024			
NS		1	154679	03/06/2024			
NS		2	158394	04/06/2024			
OB		5	158394	04/06/2024			
ND		1	154681	04/06/2024			
OB		1	154681	04/06/2024			
ND		3	154680	04/06/2024			
RO		1	154680	04/06/2024			
OB		2	154680	04/06/2024			
NS		1	154680	04/06/2024			
ND		8	158134	04/06/2024	14,4		
RO		6	158134	04/06/2024			
OB		22	158134	04/06/2024			
PF		2	158134	04/06/2024			
NS		32	158134	04/06/2024			
DR		1	158134	04/06/2024			
GR		1	158134	04/06/2024			
ND		2	158392	31/05/2024			
RO		2	158392	31/05/2024			
OB		4	158392	03/06/2024			
NS		2	158392	03/06/2024			
NS		2	152430	04/06/2024			
NS		1	152420	04/06/2024			
NS		4	152426	04/06/2024			
OB		3	152426	04/06/2024			
PF		1	152426	04/06/2024			
ND		4	158134	05/06/2024	9		
RO		5	158134	05/06/2024			
OB		9	158134	05/06/2024			
NS		27	158134	05/06/2024			
NS		2	152420	05/06/2024			
OB		1	154681	05/06/2024			
NS		2	154681	05/06/2024			
NS		1	154680	05/06/2024			
ND		1	154681	05/06/2024			
RO		1	154681	05/06/2024			
ND		3	154680	05/06/2024			
RO		2	154680	05/06/2024			
OB		1	158394	05/06/2024			
RO		1	158394	05/06/2024			
OB		2	154680	06/06/2024			
NS		2	154680	06/06/2024			
ND		1	154681	06/06/2024			
RO		1	154681	06/06/2024			
ND		1	154680	06/06/2024			
RO		1	154680	06/06/2024			
OB		1	158394	06/06/2024			
ND		7	158134	06/06/2024	13,6		
RO		5	158134	06/06/2024			
OB		12	158134	06/06/2024			
NS		42	158134	06/06/2024			
DR		2	158134	06/06/2024			
NS		1	154626	06/06/2024			
NS		2	152420	06/06/2024			
OB		2	152420	06/06/2024			
NS		2	152426	06/06/2024			
ND		4	154681	07/06/2024			
RO		1	154681	07/06/2024			
OB		3	158394	07/06/2024			
NS		1	158394	07/06/2024			
NS		1	158393	10/06/2024			
ND		5	158134	07/06/2024	15,6		
RO		4	158134	07/06/2024			
OB		19	158134	07/06/2024			
NS		47	158134	07/06/2024			
DR		3	158134	07/06/2024			
ND		4	158134	10/06/2024	12,8		
NC		1	158134	10/06/2024			
RO		10	158134	10/06/2024			
OB		19	158134	10/06/2024			
NS		29	158134	10/06/2024			
DR		1	158134	10/06/2024			
NS		13	152430	10/06/2024			
OB		1	152430	10/06/2024			
ND		1	152426	10/06/2024			
RO		1	152426	10/06/2024			
ND		3	158134	11/06/2024	7,6		
OB		13	158134	11/06/2024			
DF		5	158134	11/06/2024			
NS		17	158134	11/06/2024			
NS		2	152430	11/06/2024			
ND		11	158134	12/06/2024	13,6		
RO		9	158134	12/06/2024			
OB		13	158134	12/06/2024			
DF		6	158134	12/06/2024			
NS		28	158134	12/06/2024			
DR		1	158134	12/06/2024			
NS		3	152430	12/06/2024			
ND		11	158134	13/06/2024	9,4		
RO		9	158134	13/06/2024			
OB		5	158134	13/06/2024			
DF		1	158134	13/06/2024			
NS		21	158134	13/06/2024			
NS		8	152430	13/06/2024			
OB		4	152430	13/06/2024			
NS		4	152420	13/06/2024			
NS		2	154680	10/06/2024			
NS		1	154680	11/06/2024			
NS		1	154681	12/06/2024			
ND		9	158134	14/06/2024	21		
RO		6	158134	14/06/2024			
OB		23	158134	14/06/2024			
NS		66	158134	14/06/2024			
GR		1	158134	14/06/2024			
OB		2	152420	14/06/2024			
NS		1	152420	14/06/2024			
NS		1	154680	14/06/2024			
NS		2	158394	14/06/2024			
ND		5	158134	17/06/2024	26,8		
RO		3	158134	17/06/2024			
OB		49	158134	17/06/2024			
NS		76	158134	17/06/2024			
DR		1	158134	17/06/2024			
NS		1	152420	17/06/2024			
OB		1	158394	17/06/2024			
ND		2	158134	17/06/2024	23,2		
RO		5	158134	17/06/2024			
OB		54	158134	17/06/2024			
NS		55	158134	17/06/2024			
NS		1	152430	18/06/2024			
OB		1	154680	18/06/2024			
RO		5	158134	19/06/2024	7,2		
OB		1	158134	19/06/2024			
PF		1	158134	19/06/2024			
NS		29	158134	19/06/2024			
ND		9	158134	20/06/2024	14,8		
RO		6	158134	20/06/2024			
OB		19	158134	20/06/2024			
DF		3	158134	20/06/2024			
NS		37	158134	20/06/2024			
ND		6	158134	21/06/2024	16,6	50	
OB		42	158134	21/06/2024			
DF		250	158134	21/06/2024			
RO		5	158134	21/06/2024			
NL		1	158134	21/06/2024			
NS		29	158134	21/06/2024			
NS		2	152420	20/06/2024			
NS		9	158134	24/06/2024	1,8		
ND		17	158134	25/06/2024	13,2		
NC		1	158134	25/06/2024			
RO		13	158134	25/06/2024			
OB		17	158134	25/06/2024			
NS		18	158134	25/06/2024			
NS		4	152430	25/06/2024			
ND		14	158134	26/06/2024	22		
RO		20	158134	26/06/2024			
OB		15	158134	26/06/2024			
DF		4	158134	26/06/2024			
NS		57	158134	26/06/2024			
NS		3	152430	26/06/2024			
ND		21	158134	27/06/2024	21,2		
RO		23	158134	27/06/2024			
OB		19	158134	27/06/2024			
DF		4	158134	27/06/2024			
PF		2	158134	27/06/2024			
NS		37	158134	27/06/2024			
NS		4	152430	27/06/2024			
OB		4	152430	27/06/2024			
NS		1	152420	27/06/2024			
ND		1	158134	28/06/2024	13,6		
OB		8	158134	28/06/2024			
DF		7	158134	28/06/2024			
NS		48	158134	28/06/2024			
GR		4	158134	28/06/2024			
ND		9	158134	01/07/2024	23,8		
RO		3	158134	01/07/2024			
OB		59	158134	01/07/2024			
NS		46	158134	01/07/2024			
DR		2	158134	01/07/2024			
NS		2	154681	27/06/2024			
NS		1	154680	01/07/2024			
 NS		2	154626	02/07/2024			
ND		4	158134	02/07/2024	14,2		
RO		2	158134	02/07/2024			
OB		23	158134	02/07/2024			
NS		42	158134	02/07/2024			
NS		10	152430	01/07/2024			
NS		1	152426	01/07/2024			
NS		5	152430	02/07/2024			
OB		6	152430	02/07/2024			
ND		10	158134	03/07/2024	16		
RO		3	158134	03/07/2024			
OB		21	158134	03/07/2024			
PF		2	158134	03/07/2024			
NS		43	158134	03/07/2024			
DR		1	158134	03/07/2024			
NS		2	154681	01/07/2024			
NS		2	154680	03/07/2024			
RO		2	158134	04/07/2024	9,8		
OB		21	158134	04/07/2024			
NS		26	158134	04/07/2024			
NS		1	154626	04/07/2024			
ND		5	158134	05/07/2024	4,6		
NC		1	158134	05/07/2024			
RO		3	158134	05/07/2024			
OB		1	158134	05/07/2024			
PF		1	158134	05/07/2024			
NS		12	158134	05/07/2024			
NS		1	154626	05/07/2024			
NS		2	152430	04/07/2024			
NS		1	152420	04/07/2024			
NS		1	152426	04/07/2024			
ND		5	158134	09/07/2024	21,8		
NC		1	158134	09/07/2024			
RO		1	158134	09/07/2024			
OB		30	158134	09/07/2024			
NS		68	158134	09/07/2024			
DR		4	158134	09/07/2024			
NS		1	154626	09/07/2024			
NS		2	152420	09/07/2024			
ND		7	158134	10/07/2024	26		
NC		1	158134	10/07/2024			
RO		6	158134	10/07/2024			
OB		48	158134	10/07/2024			
NS		68	158134	10/07/2024			
ND		1	154681	09/07/2024			
NS		2	154681	09/07/2024			
ND		2	158134	11/07/2024	7,8		
RO		2	158134	11/07/2024			
OB		5	158134	11/07/2024			
NS		29	158134	11/07/2024			
DR		1	158134	11/07/2024			
RO		1	152426	10/07/2024			
OB		3	152426	10/07/2024			
DF		3	152426	10/07/2024			
NS		10	152426	10/07/2024			
NS		16	152430	11/07/2024			
NS		1	154680	10/07/2024			
NS		2	158394	10/07/2024			
ND		10	158134	12/07/2024	25,3		
RO		10	158134	12/07/2024			
OB		38	158134	12/07/2024			
DF		1	158134	12/07/2024			
NS		41	158134	12/07/2024			
ND		1	158134	12/07/2024			
ND		3	158134	15/07/2024	20,3		
RO		2	158134	15/07/2024			
OB		24	158134	15/07/2024			
NS		51	158134	15/07/2024			
DR		1	158134	15/07/2024			
OB		8	152430	12/07/2024			
NS		3	152426	12/07/2024			
OB		4	152426	12/07/2024			
NS		1	154681	12/07/2024			
NS		1	154679	12/07/2024			
NS		1	154681	15/07/2024			
ND		10	158134	16/07/2024	19,8		
NC		1	158134	16/07/2024			
RO		10	158134	16/07/2024			
OB		21	158134	16/07/2024			
NS		33	158134	16/07/2024			
DR		3	158134	16/07/2024			
GR		1	158134	16/07/2024			
ND		7	158134	17/07/2024	20,0		
RO		4	158134	17/07/2024			
OB		16	158134	17/07/2024			
DF		6	158134	17/07/2024			
NS		46	158134	17/07/2024			
DR		1	158134	17/07/2024			
OB		1	152420	17/07/2024			
ND		5	158134	18/07/2024	27,5		
RO		9	158134	18/07/2024			
OB		27	158134	18/07/2024			
DF		7	158134	18/07/2024			
NS		57	158134	18/07/2024			
DR		5	158134	18/07/2024			
OB		2	152430	18/07/2024			
NS		1	154680	17/07/2024			
NS		3	154679	17/07/2024			
ND		4	158134	19/07/2024	35,0		
RO		3	158393	19/07/2024			
OB		62	158134	19/07/2024			
DF		208	158134	19/07/2024			
NS		71	158134	19/07/2024			
NS		3	152426	19/07/2024			
NS		1	158393	17/07/2024			
ND		2	158134	23/07/2024	7,3		
RO		3	158134	23/07/2024			
OB		18	158134	23/07/2024			
NS		6	158134	23/07/2024			
ND		8	158134	22/07/2024	26,5		
RO		7	158134	22/07/2024			
OB		30	158134	22/07/2024			
NS		54	158134	22/07/2024			
DR		7	158134	22/07/2024			
ND		2	158134	24/07/2024	4,8		
RO		3	158134	24/07/2024			
OB		7	158134	24/07/2024			
NS		7	158134	24/07/2024			
ND		1	158134	25/07/2024	4,6		
RO		2	158134	25/07/2024			
NS		20	158134	25/07/2024			
ND		9	158134	26/07/2024	9,0		
NS		36	158134	26/07/2024			
ND		7	158134	29/07/2024	17,2		
RO		8	158134	29/07/2024			
OB		10	158134	29/07/2024			
PF		2	158134	29/07/2024			
NS		56	158134	29/07/2024			
DR		3	158134	29/07/2024			
NS		3	158394	22/07/2024			
ND		11	158134	30/07/2024	29,0		
RO		7	158134	30/07/2024			
OB		60	158134	30/07/2024			
PF		1	158134	30/07/2024			
NS		65	158134	30/07/2024			
DR		1	158134	30/07/2024			
ND		32	158134	31/07/2024	34,0		
RO		30	158134	31/07/2024			
OB		15	158134	31/07/2024			
DF		6	158134	31/07/2024			
PF		1	158134	31/07/2024			
NS		82	158134	31/07/2024			
GR		4	158134	31/07/2024			
ND		8	158134	01/08/2024	28,8		
RO		4	158134	01/08/2024			
OB		76	158134	01/08/2024			
NS		56	158134	01/08/2024			
OB		2	152430	30/07/2024			
NS		2	152430	30/07/2024			
NS		2	152426	30/07/2024			
NS		2	152426	31/07/2024			
ND		11	158134	02/08/2024	18,0		
RO		8	158134	02/08/2024			
NL		1	158134	02/08/2024			
OB		25	158134	02/08/2024			
NS		41	158134	02/08/2024			
DR		4	158134	02/08/2024			
ND		7	158134	05/08/2024	12,8		
RO		1	158134	05/08/2024			
OB		19	158134	05/08/2024			
NS		36	158134	05/08/2024			
DR		1	158134	05/08/2024			
NS		2	152430	05/08/2024			
NS		1	152426	05/08/2024			
NS		3	158394	05/08/2024			
OB		28	158134	06/08/2024	14,4		
NS		42	158134	06/08/2024			
DR		2	158134	06/08/2024			
ND		11	158134	07/08/2024	16,8		
RO		6	158134	07/08/2024			
OB		22	158134	07/08/2024			
NS		45	158134	07/08/2024			
NS		3	154680	06/08/2024			
ND		2	158134	08/08/2024	10,4		
RO		2	158134	08/08/2024			
OB		18	158134	08/08/2024			
DF		3	158134	08/08/2024			
NS		27	158134	08/08/2024			
OB		2	152430	08/08/2024			
ND		5	158134	09/08/2024	26,2		
RO		2	158134	09/08/2024			
OB		36	158134	09/08/2024			
NS		87	158134	09/08/2024			
DR		1	158134	09/08/2024			
NS		2	152430	09/08/2024			
NS		2	152426	09/08/2024			
NS		1	154681	08/08/2024			
NS		1	154680	09/08/2024			
NS		3	154681	09/08/2024			
NS		2	158394	09/08/2024			
ND		5	158134	14/08/2024	31,0		
NC		1	158134	14/08/2024			
RO		5	158134	14/08/2024			
OB		59	158134	14/08/2024			
NS		85	158134	14/08/2024			
NS		2	152426	12/08/2024			
ND		5	158134	13/08/2024	14,0		
OB		22	158134	13/08/2024			
PF		1	158134	13/08/2024			
DF		1	158134	13/08/2024			
NS		31	158134	13/08/2024			
DR		10	158134	13/08/2024			
ND		5	158134	14/08/2024	15,2		
RO		2	158134	14/08/2024			
NS		44	158134	14/08/2024			
NS		4	152430	14/08/2024			
ND		11	158134	15/08/2024	33,8		
RO		10	158134	15/08/2024			
OB		41	158134	15/08/2024			
DF		3	158134	15/08/2024			
NS		69	158134	15/08/2024			
DR		1	158134	15/08/2024			
NS		2	152430	15/08/2024			
ND		10	158134	16/08/2024	22,6		
RO		12	158134	16/08/2024			
OB		41	158134	16/08/2024			
DF		6	158134	16/08/2024			
NS		44	158134	16/08/2024			
DF		4	158134	17/08/2024			
ND		14	158134	19/08/2024	18,6		
RO		9	158134	19/08/2024			
OB		21	158134	19/08/2024			
DF		1	158134	19/08/2024			
NS		48	158134	19/08/2024			
NS		2	152430	16/08/2024			
NS		1	152430	19/08/2024			
PF		1	152426	19/08/2024			
NS		1	152426	19/08/2024			
ND		7	158134	20/08/2024	14,4		
RO		6	158134	20/08/2024			
OB		13	158134	20/08/2024			
DF		247	158134	20/08/2024			
NS		45	158134	20/08/2024			
DR		1	158134	20/08/2024			
NS		3	152430	20/08/2024			
OB		2	152430	20/08/2024			
NS		10	152420	20/08/2024			
OB		3	152430	21/08/2024			
NS		4	152430	21/08/2024			
NS		13	152420	21/08/2024			
NS		1	152426	21/08/2024			
ND		8	158134	21/08/2024	26,8		
RO		8	158134	21/08/2024			
OB		32	158134	21/08/2024			
DF		11	158134	21/08/2024			
NS		75	158134	21/08/2024			
NS		1	158394	20/08/2024			
NS		3	158394	21/08/2024			
ND		3	158134	22/08/2024	12,0		
RO		2	158134	22/08/2024			
NS		52	158134	22/08/2024			
DR		2	158134	22/08/2024			
GR		1	158134	22/08/2024			
NS		1	154681	22/08/2024			
ND		4	158134	23/08/2024	19,8		
RO		10	158134	23/08/2024			
OB		53	158134	23/08/2024			
NS		32	158134	23/08/2024			
OB		11	152420	23/08/2024			
NS		3	152420	23/08/2024			
OB		1	154681	23/08/2024			
NS		2	154681	23/08/2024			
ND		12	158134	26/08/2024	14,2		
RO		2	158134	26/08/2024			
OB		19	158134	26/08/2024			
NS		38	158134	26/08/2024			
ND		9	158134	27/08/2024	18,3		
RO		7	158134	27/08/2024			
OB		1	158134	27/08/2024			
NS		56	158134	27/08/2024			
NS		3	152420	26/08/2024			
NS		1	152426	27/08/2024			
ND		9	158134	28/08/2024	29,5		
RO		11	158134	28/08/2024			
OB		45	158134	28/08/2024			
NS		51	158134	28/08/2024			
DR		2	158134	28/08/2024			
OB		3	152420	28/08/2024			
ND		2	158134	29/08/2024	24,5		
RO		6	158134	29/08/2024			
OB		34	158134	29/08/2024			
PF		2	158134	29/08/2024			
NS		54	158134	29/08/2024			
ND		7	158134	30/08/2024	35,0		
RO		6	158134	30/08/2024			
OB		30	158134	30/08/2024			
DF		7	158134	30/08/2024			
PF		1	158134	30/08/2024			
NS		84	158134	30/08/2024			
GR		5	158134	30/08/2024			
NS		2	152426	29/08/2024			
NS		2	152430	30/08/2024			
NS		1	152420	30/08/2024			
ND		9	158134	02/09/2024	26,5		
RO		10	158134	02/09/2024			
OB		52	158134	02/09/2024			
PF		2	158134	02/09/2024			
NS		33	158134	02/09/2024			
OB		8	152430	02/09/2024			
NS		2	152430	02/09/2024			
PF		1	152420	02/09/2024			
NS		1	152420	02/09/2024			
NS		1	152426	02/09/2024			
ND		1	158134	03/09/2024	13,5		
NC		1	158134	03/09/2024			
RO		3	158134	03/09/2024			
OB		16	158134	03/09/2024			
NS		29	158134	03/09/2024			
DR		4	158134	03/09/2024			
NS		2	152430	04/09/2024			
OB		2	152430	04/09/2024			
NS		2	152426	04/09/2024			
ND		4	158134	04/09/2024	21,5		
RO		5	158134	04/09/2024			
OB		20	158134	04/09/2024			
PF		1	158134	04/09/2024			
NS		55	158134	04/09/2024			
DR		1	158134	04/09/2024			
ND		6	158134	05/09/2024	19,0		
RO		6	158134	05/09/2024			
OB		32	158134	05/09/2024			
PF		1	158134	05/09/2024			
NS		31	158134	05/09/2024			
ND		3	158134	06/09/2024	19,5		
RO		3	158134	06/09/2024			
OB		19	158134	06/09/2024			
PF		5	158134	06/09/2024			
NS		48	158134	06/09/2024			
NS		2	152430	05/09/2024			
NS		3	152430	06/09/2024			
NS		2	152420	06/09/2024			
NS		2	152426	06/09/2024			
ND		3	158134	09/09/2024	46,0		
RO		3	158134	09/09/2024			
OB		28	158134	09/09/2024			
PF		2	158134	09/09/2024			
NS		99	158134	09/09/2024			
DR		3	158134	09/09/2024			
NS		41	152430	09/09/2024			
NS		14	152420	09/09/2024			
NS		1	152426	09/09/2024			
ND		9	158134	10/09/2024	21,8		
RO		4	158134	10/09/2024			
OB		35	158134	10/09/2024			
NS		38	158134	10/09/2024			
DR		1	158134	10/09/2024			
ND		2	158134	11/09/2024	27,3		
RO		9	158134	11/09/2024			
OB		36	158134	11/09/2024			
DF		1	158134	11/09/2024			
PF		2	158134	11/09/2024			
NS		58	158134	11/09/2024			
DR		1	158134	11/09/2024			
NS		12	152430	10/09/2024			
NS		5	152430	11/09/2024			
NS		36	152420	11/09/2024			
OB		7	152420	11/09/2024			
NS		1	152426	11/09/2024			
ND		2	158134	12/09/2024	20,5		
RO		8	158134	12/09/2024			
OB		16	158134	12/09/2024			
PF		1	158134	12/09/2024			
NS		49	158134	12/09/2024			
DR		6	158134	12/09/2024			
NS		1	154680	12/09/2024			
ND		16	158134	13/09/2024	31,0		
RO		9	158134	13/09/2024			
OB		25	158134	13/09/2024			
NS		37	158134	13/09/2024			
DR		5	158134	13/09/2024			
GR		1	158134	13/09/2024			
ND		5	158134	16/09/2024	15,0		
NC		1	158134	16/09/2024			
RO		4	158134	16/09/2024			
OB		15	158134	16/09/2024			
NS		34	158134	16/09/2024			
DR		1	158134	16/09/2024			
NS		1	152430	13/09/2024			
OB		2	152426	13/09/2024			
NS		12	152430	16/09/2024			
ND		1	152420	16/09/2024			
RO		1	152420	16/09/2024			
NS		1	152420	16/09/2024			
OB		2	154626	13/09/2024			
NS		1	152420	13/09/2024			
NS		1	158394	13/09/2024			
NS		10	154680	16/09/2024			
ND		2	158134	17/09/2024	22,3		
RO		7	158134	17/09/2024			
OB		32	158134	17/09/2024			
NS		47	158134	17/09/2024			
DR		1	158134	17/09/2024			
OB		6	152430	17/09/2024			
OB		1	152420	17/09/2024			
ND		16	158134	18/09/2024	31,3		
NC		1	158134	18/09/2024			
RO		11	158134	18/09/2024			
OB		7	158134	18/09/2024			
DF		5	158134	18/09/2024			
PF		6	158134	18/09/2024			
NS		79	158134	18/09/2024			
NS		1	152430	18/09/2024			
PF		2	152420	18/09/2024			
NS		16	152420	18/09/2024			
ND		1	152426	18/09/2024			
RO		1	152426	18/09/2024			
NS		1	152426	18/09/2024			
NS		21	154680	17/09/2024			
RO		7	158134	19/09/2024	31,3		
OB		53	158134	19/09/2024			
DF		284	158134	19/09/2024			
PF		1	158134	19/09/2024			
NS		63	158134	19/09/2024			
DR		1	158134	19/09/2024			
ND		11	158134	20/09/2024	26,7		
RO		3	158134	20/09/2024			
OB		36	158134	20/09/2024			
PF		1	158134	20/09/2024			
NS		29	158134	20/09/2024			
ND		6	158134	23/09/2024	20,0		
RO		6	158134	23/09/2024			
OB		11	158134	23/09/2024			
NS		35	158134	23/09/2024			
DR		2	158134	23/09/2024			
NS		3	152430	19/09/2024			
NS		3	152420	19/09/2024			
NS		1	152426	19/09/2024			
OB		2	152430	20/09/2024			
NS		5	152430	20/09/2024			
OB		9	152420	20/09/2024			
NS		7	152430	23/09/2024			
NS		27	152426	23/09/2024			
ND		8	158134	24/09/2024	18,7		
RO		13	158134	24/09/2024			
NS		35	158134	24/09/2024			
ND		15	158134	25/09/2024	55,7		
RO		7	158134	25/09/2024			
OB		26	158134	25/09/2024			
DF		2	158134	25/09/2024			
NS		116	158134	25/09/2024			
DR		1	158134	25/09/2024			
NS		9	152430	25/09/2024			
NS		1	152420	25/09/2024			
ND		10	158134	26/09/2024	38,0		
RO		8	158134	26/09/2024			
OB		46	158134	26/09/2024			
PF		4	158134	26/09/2024			
NS		46	158134	26/09/2024			
ND		4	158134	27/09/2024	15,0		
RO		7	158134	27/09/2024			
OB		12	158134	27/09/2024			
NS		22	158134	27/09/2024			
ND		6	158134	30/09/2024	45,7		
RO		3	158134	30/09/2024			
OB		3	158134	30/09/2024			
DF		6	158134	30/09/2024			
PF		1	158134	30/09/2024			
NS		111	158134	30/09/2024			
DR		3	158134	30/09/2024			
GR		4	158134	30/09/2024			
ND		9	158134	01/10/2024	55,0		
NC		1	158134	01/10/2024			
RO		11	158134	01/10/2024			
OB		100	158134	01/10/2024			
NS		42	158134	01/10/2024			
DR		2	158134	01/10/2024			
OB		8	152430	26/09/2024			
NS		2	152430	26/09/2024			
NS		28	152426	26/09/2024			
OB		1	152430	30/09/2024			
NS		9	152430	30/09/2024			
OB		4	152420	30/09/2024			
NS		8	152420	30/09/2024			
NS		1	152426	30/09/2024			
OB		5	152430	01/10/2024			
NS		1	152430	01/10/2024			
NS		1	152420	01/10/2024			
NS		1	152426	01/10/2024			
OB		1	152426	01/10/2024			
ND		1	154679	01/10/2024			
RO		1	154679	01/10/2024			
NS		1	154679	01/10/2024			
